Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,ATTACK
11:57:22.287,0.0505,1.46,0.0345,0.595,6.99,9.31,0.249,0.332,0.00411,0.00547,0
10:15:28.531,0.199,1.49,0.133,1.01,8.45,13,0.35,0.47,0.00253,0.00389,0
10:17:10.736,0.0899,1.11,0.0809,0.913,9.97,13.4,0.255,0.358,0.00657,0.00882,0
10:17:15.242,0.117,1.19,0.0983,0.923,12.8,15.7,0.18,0.293,0.0065,0.00793,0
11:56:57.265,0.158,1.98,0.0799,0.91,6.62,11.7,0.436,0.604,0.00124,0.00221,0
10:24:19.279,0.0963,0.638,0.151,1.04,10.2,14,0.271,0.333,0.00627,0.0086,1
11:58:54.379,0.0338,0.422,0.0803,0.968,6.68,7.69,0.131,0.222,0.00586,0.00674,1
11:35:14.500,0.0605,0.33,0.183,1.05,0.81,2.03,0.581,0.45,0.00223,0.00558,0
11:56:04.206,0.00332,1.24,0.00269,0.574,0.00766,0.127,0.94,0.538,0.0000685,0.00114,0
10:25:10.930,0.116,0.749,0.155,0.999,13.8,15.8,0.132,0.252,0.00705,0.00812,1
11:55:26.174,0.000585,0.548,0.00107,0.571,0.00312,0.116,0.973,0.554,0.000158,0.0059,0
11:32:52.952,0.852,1.02,0.833,1.1,2.04,6.48,0.677,0.583,0.000399,0.00127,0
11:56:14.217,0.00341,1.05,0.00325,0.576,0.0222,0.27,0.918,0.486,0.000193,0.00235,0
11:57:16.283,0.0499,1.5,0.0332,0.595,6.31,8.67,0.272,0.369,0.00375,0.00515,0
11:59:19.401,0.0265,1.97,0.0134,0.575,3.45,4.46,0.226,0.357,0.00387,0.005,0
11:54:15.108,0.000543,0.605,0.000897,0.576,0.00596,0.0653,0.909,0.417,0.000326,0.00357,0
10:16:27.637,0.133,1.22,0.109,0.85,4.87,7.72,0.369,0.558,0.00217,0.00344,0
10:16:16.619,0.0614,1.08,0.0568,1.04,5.37,8.44,0.363,0.397,0.0052,0.00816,0
11:55:21.169,0.000525,0.531,0.000989,0.571,0.014,0.117,0.881,0.508,0.000789,0.00661,0
12:00:28.480,0.0101,0.146,0.0692,1.09,3.17,3.24,0.0224,0.019,0.00935,0.00956,1
11:56:31.234,0.026,1.93,0.0135,0.587,3.57,4.75,0.247,0.34,0.00407,0.00541,0
12:00:22.475,0.0106,0.153,0.0695,1.08,3.21,3.29,0.0251,0.022,0.00897,0.0092,1
10:14:41.933,0.00167,0.624,0.00267,0.754,0.0372,0.19,0.804,0.526,0.00132,0.00678,0
10:42:44.324,0.116,1.1,0.105,1.03,7.32,11.1,0.338,0.432,0.00376,0.00567,0
12:20:06.640,0.000148,0.154,0.000965,0.445,0.00578,0.00967,0.369,0.396,0.0065,0.0109,0
10:36:09.810,0.021,0.267,0.0787,1.07,2.29,2.93,0.218,0.234,0.00648,0.00829,1
10:15:33.037,0.147,0.906,0.162,0.938,11.4,18.4,0.377,0.408,0.00462,0.00743,0
12:00:47.496,0.000593,0.525,0.00113,0.591,0.00468,0.12,0.961,0.536,0.000234,0.006,0
10:24:31.305,0.092,0.656,0.14,1.06,9.73,11.9,0.18,0.267,0.00628,0.00766,1
11:35:27.514,0.0485,0.302,0.161,1.05,0.729,1.86,0.585,0.431,0.0025,0.00639,0
10:36:08.809,0.0255,0.323,0.079,1.02,1.83,2.31,0.21,0.359,0.00425,0.00538,1
12:21:54.490,0.000517,0.205,0.00252,1.12,0.00813,0.0348,0.731,0.365,0.00262,0.0112,0
11:33:40.055,0.000769,0.209,0.00368,0.357,0.0283,0.0524,0.428,0.36,0.00613,0.0113,0
11:54:02.096,0.00412,0.8,0.00516,0.593,0.0357,0.616,0.942,0.619,0.000257,0.00444,0
11:35:32.524,0.0524,0.31,0.169,0.991,0.747,1.91,0.586,0.451,0.00237,0.00606,0
10:36:37.934,0.0105,0.15,0.0698,1.08,1.66,1.72,0.0376,0.0402,0.00939,0.00976,1
10:15:24.516,0.199,1.21,0.165,0.954,7.62,12.7,0.402,0.428,0.00228,0.0038,0
10:36:37.433,0.0905,0.673,0.135,1.06,7.21,10.4,0.306,0.371,0.00472,0.0068,1
11:34:42.453,0.0647,0.283,0.228,1.09,0.879,2.61,0.647,0.435,0.00226,0.00672,0
10:25:07.421,0.0495,0.513,0.0964,0.942,5.57,6.7,0.169,0.25,0.00669,0.00804,1
10:24:43.326,0.114,0.718,0.159,0.993,9.81,13.7,0.284,0.391,0.00511,0.00713,1
10:36:32.425,0.029,0.341,0.0853,1.09,2.98,3.73,0.2,0.251,0.00609,0.00761,1
12:20:22.137,0.312,0.612,0.509,1.1,0.856,5.3,0.834,0.662,0.000457,0.00283,0
12:20:08.026,0.00011,0.151,0.000725,0.518,0.00598,0.0101,0.372,0.383,0.00658,0.0111,0
10:16:31.143,0.0652,1.48,0.0442,0.704,3.54,5.37,0.34,0.471,0.00322,0.00488,0
10:35:22.731,0.0179,0.238,0.0752,1.08,1.74,2.3,0.241,0.215,0.00578,0.00762,1
10:15:07.983,0.21,1.18,0.178,0.991,7.32,13.8,0.468,0.541,0.00208,0.0039,0
11:34:05.153,0.0772,0.14,0.55,1.12,2.93,3.27,0.101,0.174,0.00632,0.00706,1
11:35:07.490,0.0529,0.28,0.189,1.11,0.787,2.02,0.586,0.434,0.00248,0.00635,0
12:21:29.458,0.000455,0.162,0.00281,1.12,0.00967,0.0339,0.68,0.362,0.00354,0.0124,0
10:16:12.112,0.0626,1.02,0.0614,0.967,4.43,7.26,0.39,0.403,0.0042,0.00688,0
11:36:30.592,0.106,0.169,0.628,1.13,2.86,3.96,0.267,0.292,0.00447,0.0062,1
11:57:56.321,0.0649,0.65,0.0998,0.87,9.8,11.8,0.167,0.267,0.00448,0.00538,1
12:21:20.446,0.000347,0.159,0.00218,1.12,0.00554,0.0288,0.78,0.366,0.00266,0.0138,0
10:24:42.825,0.0652,0.581,0.112,0.926,5.84,7.74,0.245,0.322,0.00531,0.00703,1
11:33:19.009,0.000806,0.226,0.00356,0.317,0.0302,0.0536,0.41,0.354,0.00623,0.0111,0
11:55:58.201,0.00304,1.21,0.00251,0.576,0.00509,0.123,0.959,0.553,0.0000497,0.00121,0
10:25:39.006,0.0742,0.685,0.108,0.905,4.73,6.2,0.237,0.378,0.00378,0.00496,1
10:35:39.758,0.0646,0.606,0.107,1.02,3.02,5.72,0.472,0.428,0.00277,0.00525,1
11:32:54.954,0.286,0.574,0.499,1.07,1.59,4.5,0.639,0.583,0.000927,0.00262,0
11:35:26.513,0.0483,0.292,0.165,1.11,0.743,1.79,0.563,0.444,0.00256,0.00617,0
12:01:04.511,0.000307,0.457,0.000672,0.573,0.00217,0.0598,0.964,0.429,0.00021,0.00578,0
10:16:20.125,0.0962,1.08,0.0892,0.9,8.8,12.7,0.305,0.396,0.00543,0.00782,0
10:25:21.960,0.162,0.957,0.169,0.893,10.4,15.7,0.335,0.402,0.00382,0.00574,1
10:35:51.779,0.0386,0.436,0.0885,1.03,2.42,3.66,0.339,0.422,0.00372,0.00563,1
10:14:56.955,0.0447,1.39,0.0323,0.916,0.942,3.32,0.716,0.521,0.00125,0.0044,0
10:36:43.945,0.091,0.699,0.13,1.03,6.51,9.2,0.292,0.4,0.00425,0.006,1
11:58:06.330,0.0597,0.604,0.0988,0.872,10,12.1,0.168,0.279,0.00499,0.006,1
11:54:10.103,0.00165,0.932,0.00177,0.579,0.0415,0.226,0.816,0.642,0.000747,0.00406,0
10:15:06.481,0.0277,1.18,0.0236,0.966,1.3,2.93,0.557,0.435,0.00278,0.00627,0
10:36:36.432,0.0333,0.375,0.0889,1.08,3.35,4.26,0.214,0.266,0.00596,0.00758,1
10:25:36.000,0.108,0.723,0.149,0.966,12.6,16.8,0.249,0.355,0.0068,0.00905,1
12:21:22.449,0.00662,0.648,0.0102,1.13,0.0281,0.143,0.786,0.496,0.000706,0.00359,0
10:14:42.934,0.000626,0.5,0.00125,0.616,0.00286,0.0662,0.957,0.48,0.000271,0.00629,0
11:36:19.579,0.103,0.161,0.639,1.13,2.97,3.85,0.225,0.257,0.0048,0.00624,1
10:36:09.309,0.0924,0.694,0.133,1.03,6.31,9.86,0.36,0.399,0.00405,0.00633,1
10:24:38.318,0.0816,0.644,0.127,0.993,9.58,11.3,0.153,0.276,0.00697,0.00823,1
10:14:47.941,0.0179,0.978,0.0183,0.683,1.71,2.77,0.383,0.438,0.00565,0.00917,0
10:42:40.317,0.0518,1.37,0.0377,0.899,3.19,4.34,0.264,0.409,0.00366,0.00497,0
12:20:43.329,0.195,0.44,0.443,1.12,1.92,2.92,0.334,0.581,0.00164,0.00249,1
12:21:44.477,0.118,1.53,0.0772,1.13,0.185,0.456,0.58,0.575,0.00026,0.000641,0
12:00:06.451,0.000356,0.461,0.000773,0.582,0.0127,0.0775,0.836,0.397,0.00106,0.00646,0
11:54:25.117,0.000291,0.467,0.000623,0.571,0.00118,0.0563,0.979,0.422,0.00012,0.00574,0
10:24:25.795,0.0892,0.622,0.143,1.04,9.17,13,0.296,0.368,0.0061,0.00867,1
10:35:43.264,0.0521,0.535,0.0974,1.02,2.66,4.47,0.405,0.414,0.00303,0.00509,1
12:21:29.458,0.000455,0.162,0.00281,1.12,0.00967,0.0339,0.68,0.362,0.00354,0.0124,0
11:58:08.331,0.0658,1.11,0.0596,0.706,10.2,13,0.215,0.323,0.00461,0.00587,0
12:21:02.418,0.0626,0.116,0.54,1.12,2.76,2.81,0.0152,0.0203,0.00735,0.00748,1
12:21:40.472,0.000355,0.158,0.00224,1.12,0.0062,0.0307,0.764,0.372,0.00291,0.0144,0
10:15:23.014,0.243,1.16,0.209,0.982,7.66,14.8,0.484,0.486,0.00184,0.00357,0
11:36:05.562,0.117,0.178,0.659,1.13,3.01,4.05,0.251,0.287,0.00427,0.00575,1
10:42:37.312,0.0574,1.05,0.0544,1.04,7.32,9.07,0.193,0.287,0.00757,0.00938,0
11:59:20.402,0.0263,1.96,0.0134,0.574,3.49,4.49,0.223,0.358,0.00394,0.00507,0
10:25:34.484,0.12,0.764,0.157,0.994,11.4,15.7,0.276,0.38,0.00558,0.0077,1
10:42:35.309,0.0262,1.04,0.0253,0.836,2.52,3.84,0.344,0.379,0.00569,0.00867,0
11:56:54.256,0.109,1.09,0.1,0.811,9.86,19.6,0.497,0.429,0.00269,0.00534,0
11:58:55.379,0.0331,0.415,0.0797,0.97,6.68,7.67,0.129,0.233,0.00599,0.00688,1
12:01:10.516,0.000433,0.504,0.000858,0.586,0.0103,0.0925,0.889,0.416,0.000705,0.00635,0
12:00:34.486,0.00997,0.144,0.0691,1.09,3.15,3.21,0.0173,0.0136,0.00939,0.00956,1
12:20:16.122,0.000249,0.0885,0.00281,1.1,0.00519,0.00959,0.417,0.434,0.00348,0.00642,0
10:15:26.528,0.0968,0.868,0.112,0.907,4.93,11,0.551,0.433,0.00301,0.00671,0
12:21:24.451,0.000389,0.15,0.00259,1.12,0.00846,0.0335,0.71,0.35,0.00362,0.0143,0
10:25:56.567,0.0282,0.345,0.0817,1.02,2.17,2.76,0.214,0.272,0.00456,0.00581,1
10:16:57.705,0.0321,1.63,0.0197,0.603,2.09,2.87,0.272,0.359,0.00386,0.00531,0
10:16:08.607,0.083,1.13,0.0733,1.04,6.94,10.4,0.331,0.381,0.00496,0.00742,0
10:25:23.963,0.101,0.703,0.144,0.93,10.5,13.8,0.241,0.395,0.00615,0.0081,1
11:56:27.229,0.0309,1.83,0.0169,0.597,3.63,4.62,0.214,0.338,0.00349,0.00444,0
10:24:38.818,0.0862,0.722,0.119,0.94,5.92,7.75,0.236,0.378,0.00408,0.00533,1
12:20:14.120,0.000411,0.0852,0.00482,1.1,0.00393,0.00825,0.468,0.457,0.00158,0.00331,0
10:42:30.782,0.0257,0.966,0.0266,0.997,3.36,4.5,0.254,0.294,0.00776,0.0104,0
10:25:32.977,0.112,0.711,0.157,0.999,12.9,17.2,0.25,0.346,0.00685,0.00913,1
12:21:23.450,0.000384,0.144,0.00267,1.12,0.00897,0.0332,0.689,0.362,0.00389,0.0144,0
11:55:01.149,0.000281,0.456,0.000617,0.58,0.000959,0.0531,0.982,0.415,0.000101,0.0056,0
11:33:44.062,0.000775,0.169,0.0046,1.1,0.0219,0.0522,0.545,0.371,0.00469,0.0112,0
11:54:57.145,0.000284,0.464,0.000612,0.571,0.000966,0.0544,0.982,0.413,0.000101,0.0057,0
10:15:29.533,0.285,1.56,0.182,1.01,9.24,14.3,0.354,0.603,0.00192,0.00297,0
10:25:58.069,0.0799,0.569,0.14,1.08,10,14.7,0.317,0.355,0.00745,0.0109,1
11:36:51.619,0.00786,0.489,0.0161,0.69,0.0916,0.21,0.557,0.405,0.00194,0.00444,0
10:24:15.774,0.0788,1.1,0.0713,1.07,7.26,10.7,0.32,0.376,0.00547,0.00804,1
11:36:44.608,0.169,0.393,0.429,1.02,1.85,5.08,0.623,0.487,0.00182,0.00501,0
10:15:08.985,0.0867,1.26,0.0687,0.976,3.55,7.55,0.53,0.472,0.00243,0.00516,0
12:19:56.617,0.000131,0.109,0.00121,0.447,0.0078,0.0137,0.394,0.377,0.00991,0.0174,0
11:57:42.309,0.0652,1.72,0.038,0.6,6.08,8.21,0.26,0.336,0.00277,0.00374,0
10:16:07.104,0.0697,1.09,0.0638,1,5.91,9.04,0.346,0.412,0.00503,0.0077,0
11:55:49.193,0.000286,0.462,0.000618,0.575,0.00136,0.0557,0.976,0.405,0.000142,0.00579,0
11:57:02.269,0.133,1.09,0.122,0.79,17.5,28.6,0.388,0.406,0.00391,0.00639,0
10:36:44.946,0.0288,0.359,0.0802,1.02,1.94,2.44,0.205,0.385,0.004,0.00504,1
10:35:56.788,0.02,0.267,0.075,1.04,1.77,2.05,0.136,0.244,0.00525,0.00608,1
11:34:00.146,0.00201,0.364,0.00552,0.341,0.0414,0.104,0.588,0.418,0.00342,0.0086,0
11:55:16.164,0.000364,0.499,0.00073,0.571,0.0137,0.0834,0.836,0.384,0.00111,0.0068,0
10:25:41.520,0.0504,0.484,0.104,0.929,2.73,4.32,0.368,0.393,0.00322,0.00509,1
11:57:31.296,0.0553,1.56,0.0354,0.598,6.26,8.4,0.255,0.342,0.00336,0.00451,0
12:01:17.522,0.000287,0.452,0.000636,0.58,0.00125,0.0552,0.977,0.428,0.000129,0.0057,0
12:20:37.322,0.000474,0.182,0.0026,1.13,0.00647,0.0348,0.79,0.374,0.00227,0.0122,0
11:36:27.588,0.101,0.156,0.644,1.13,3.03,3.95,0.23,0.256,0.00499,0.00652,1
11:33:07.982,0.14,1.67,0.084,1.02,0.0744,0.347,0.784,0.947,0.0000883,0.000412,0
11:34:40.450,0.109,0.165,0.661,1.12,2.91,4.41,0.328,0.31,0.00444,0.00673,1
10:16:39.662,0.107,1.15,0.0929,0.908,12,16.1,0.25,0.354,0.0066,0.0088,0
10:24:50.346,0.118,0.744,0.159,0.973,14.1,16.6,0.153,0.268,0.00708,0.00835,1
10:24:58.869,0.171,0.744,0.23,0.941,11.8,18.4,0.358,0.483,0.00401,0.00625,1
12:00:48.497,0.000289,0.449,0.000644,0.579,0.001,0.0553,0.982,0.436,0.000103,0.00568,0
11:54:08.102,0.0007,0.57,0.00123,0.574,0.00964,0.139,0.931,0.527,0.000409,0.0059,0
11:56:24.226,0.0297,1.58,0.0188,0.597,4.07,5.73,0.29,0.35,0.00406,0.00572,0
11:59:43.431,0.000367,0.558,0.000658,0.572,0.000368,0.0538,0.993,0.439,0.0000297,0.00434,0
11:59:40.428,0.000397,0.544,0.000729,0.576,0.00181,0.0619,0.971,0.447,0.000136,0.00463,0
10:16:10.109,0.0801,1.13,0.0712,1.04,6.92,9.96,0.306,0.379,0.00512,0.00738,0
10:42:32.289,0.0802,1.07,0.0752,0.99,8.25,11.7,0.294,0.365,0.0061,0.00864,0
11:54:43.133,0.0362,1.45,0.0249,0.8,1.34,3.94,0.66,0.516,0.0011,0.00323,0
11:54:39.130,0.00295,0.904,0.00326,0.592,0.081,0.408,0.802,0.546,0.000815,0.00411,0
11:35:13.498,0.06,0.335,0.179,1.06,0.79,1.97,0.58,0.461,0.00219,0.00548,0
10:24:51.848,0.184,0.823,0.224,1.02,9.55,13.7,0.301,0.453,0.00307,0.0044,1
11:59:35.423,0.000369,0.544,0.000679,0.575,0.00273,0.0602,0.955,0.428,0.00022,0.00484,0
10:16:02.095,0.107,0.982,0.108,0.979,7.19,11.9,0.398,0.415,0.004,0.00666,0
11:57:35.300,0.055,1.57,0.035,0.595,6.16,8.32,0.259,0.335,0.00333,0.00449,0
11:56:50.252,0.0347,1.52,0.0228,0.602,4.84,7.23,0.331,0.426,0.00414,0.00618,0
10:16:03.097,0.0606,1.11,0.0546,0.823,2.35,5.15,0.544,0.532,0.0023,0.00504,0
12:21:58.496,0.000381,0.165,0.00231,1.12,0.0063,0.0331,0.783,0.361,0.00275,0.0145,0
10:42:38.314,0.07,1.1,0.0637,0.988,6.49,10.1,0.359,0.414,0.0055,0.00859,0
10:36:46.980,0.089,0.665,0.134,1.05,7.46,10.8,0.311,0.401,0.00469,0.00681,1
11:34:20.219,0.256,0.311,0.823,1.12,3.47,6.66,0.474,0.438,0.00225,0.00432,1
12:19:59.622,0.000143,0.2,0.000714,0.335,0.00461,0.00766,0.375,0.382,0.00537,0.00893,0
12:20:39.324,0.00616,0.431,0.0143,1.11,0.0562,0.254,0.767,0.494,0.00152,0.00685,0
10:17:04.224,0.0916,1.27,0.0719,0.848,7.53,10.7,0.295,0.429,0.00488,0.00691,0
12:01:07.514,0.000299,0.451,0.000664,0.578,0.00224,0.0604,0.963,0.413,0.000222,0.00599,0
10:35:31.243,0.0485,0.51,0.095,1.02,2.29,4.14,0.447,0.417,0.0028,0.00506,1
11:57:46.312,0.0569,0.821,0.0693,0.756,8.42,10.4,0.189,0.289,0.00439,0.00541,1
12:00:52.500,0.000284,0.456,0.000622,0.571,0.000642,0.0526,0.988,0.428,0.0000671,0.0055,0
12:21:33.464,0.0004,0.156,0.00256,1.13,0.0075,0.0341,0.75,0.367,0.00312,0.0142,0
12:20:40.325,0.408,1.08,0.377,1.12,1.03,5.63,0.812,0.768,0.000421,0.00229,1
10:36:11.814,0.0749,0.626,0.12,1.05,5.47,8.27,0.339,0.369,0.00434,0.00655,1
10:14:51.447,0.0382,1.3,0.0295,0.935,0.461,2.35,0.804,0.565,0.000716,0.00366,0
12:00:36.487,0.01,0.145,0.0691,1.09,3.16,3.21,0.0183,0.0149,0.00937,0.00954,1
11:58:23.346,0.0522,1.56,0.0335,0.592,6.59,8.65,0.238,0.33,0.00374,0.00491,0
10:24:15.273,0.0844,1.17,0.0723,1.04,6.68,10.2,0.342,0.419,0.0047,0.00714,1
10:24:44.829,0.0803,0.638,0.126,0.961,8.31,10.3,0.191,0.288,0.00613,0.00758,1
10:36:23.900,0.155,0.774,0.2,1,7.44,13.7,0.457,0.449,0.00284,0.00524,1
12:21:49.483,0.000724,0.225,0.00322,1.13,0.00928,0.0441,0.764,0.376,0.00213,0.0101,0
10:17:17.746,0.0962,1.03,0.0933,0.979,9.45,14.1,0.33,0.376,0.00583,0.0087,0
11:56:35.237,0.0235,1.93,0.0122,0.578,3.5,4.63,0.244,0.321,0.00443,0.00585,0
10:14:49.945,0.0101,1.29,0.00782,0.654,0.131,0.52,0.747,0.697,0.000775,0.00307,0
11:55:13.160,0.000529,0.617,0.000856,0.571,0.000684,0.0585,0.988,0.432,0.0000384,0.00328,0
12:01:16.521,0.000303,0.461,0.000656,0.575,0.00542,0.0601,0.91,0.404,0.000531,0.0059,0
10:16:53.195,0.103,1.15,0.0897,0.915,10.8,14.6,0.257,0.358,0.00621,0.00837,0
12:20:09.078,0.000171,0.134,0.00127,0.508,0.00542,0.0112,0.463,0.383,0.00501,0.0103,0
10:15:01.473,0.0491,1.34,0.0367,0.806,0.846,3,0.718,0.553,0.00102,0.00363,0
12:20:23.138,0.437,0.676,0.646,1.1,1.35,6.75,0.795,0.667,0.000515,0.00258,0
11:54:18.111,0.000287,0.463,0.00062,0.571,0.00223,0.0534,0.958,0.437,0.00023,0.00552,0
10:36:18.334,0.0873,0.689,0.127,1.01,3.21,5.59,0.426,0.468,0.00215,0.00374,1
10:24:41.823,0.115,0.727,0.158,1,14,16.1,0.13,0.256,0.00721,0.00829,1
10:15:12.490,0.0561,1.19,0.047,0.974,1.81,4.14,0.563,0.506,0.00191,0.00438,0
11:54:38.129,0.0451,1.6,0.0283,0.81,0.498,2.58,0.807,0.611,0.000328,0.0017,0
12:00:38.489,0.01,0.145,0.0691,1.09,3.15,3.21,0.0186,0.0153,0.00936,0.00954,1
10:25:45.026,0.125,0.678,0.184,1.06,13,16,0.187,0.3,0.00616,0.00758,1
12:20:11.107,0.000138,0.0973,0.00142,0.887,0.00523,0.00939,0.398,0.384,0.00617,0.0111,0
10:25:50.043,0.093,0.666,0.14,1.02,9.77,11.6,0.158,0.276,0.00623,0.0074,1
12:00:30.482,0.00997,0.144,0.0691,1.09,3.15,3.21,0.0174,0.0131,0.00939,0.00956,1
10:15:39.050,0.129,0.976,0.132,0.918,11.5,16.5,0.3,0.362,0.0053,0.00757,0
11:55:27.175,0.000597,0.542,0.0011,0.571,0.00276,0.124,0.978,0.539,0.000137,0.00615,0
11:55:34.181,0.00172,0.842,0.00205,0.587,0.0189,0.265,0.929,0.553,0.000326,0.00457,0
10:25:27.468,0.113,0.719,0.158,0.959,12.7,17,0.254,0.338,0.00663,0.00889,1
11:59:58.444,0.0216,1.02,0.0212,0.869,0.166,3.32,0.95,0.65,0.000229,0.00457,0
10:15:17.498,0.0226,1.12,0.0201,0.746,3.03,3.91,0.225,0.359,0.00793,0.0102,0
11:54:33.125,0.00218,0.72,0.00304,0.59,0.0697,0.412,0.831,0.526,0.000948,0.00559,0
11:55:55.198,0.00297,1.19,0.0025,0.582,0.0104,0.13,0.92,0.538,0.000103,0.0013,0
11:58:29.351,0.0277,1.99,0.0139,0.573,3.53,4.52,0.219,0.362,0.00378,0.00484,0
11:34:56.473,0.173,0.33,0.525,0.975,1.98,5.37,0.614,0.456,0.0019,0.00516,0
10:17:10.234,0.056,1.54,0.0364,0.74,3.42,4.7,0.272,0.47,0.00362,0.00498,0
10:42:42.321,0.00859,1.2,0.00718,0.677,0.312,0.708,0.559,0.382,0.00216,0.00489,0
11:59:17.399,0.0332,0.606,0.0548,0.907,5.37,6.3,0.148,0.291,0.00479,0.00563,1
11:36:47.613,0.000763,0.139,0.00547,0.34,0.0428,0.0776,0.436,0.379,0.00932,0.0169,0
12:20:03.634,0.0445,0.696,0.064,0.802,0.367,1.04,0.634,0.471,0.00137,0.00388,0
10:36:17.833,0.203,0.901,0.225,0.971,9.87,16,0.382,0.451,0.00288,0.00467,1
10:25:04.411,0.125,0.719,0.174,0.98,14,18.8,0.257,0.34,0.00662,0.00891,1
10:42:33.806,0.0784,1.16,0.0673,0.981,6.72,10.5,0.358,0.432,0.00494,0.0077,0
10:36:48.483,0.0928,0.671,0.138,1.09,7.7,10.8,0.286,0.36,0.00492,0.0069,1
10:15:26.019,0.215,1.1,0.196,0.931,12.7,20,0.365,0.396,0.00349,0.0055,0
10:25:05.413,0.093,0.705,0.132,0.927,6.28,8.65,0.273,0.378,0.00401,0.00551,1
10:36:48.984,0.0243,0.294,0.0825,1.08,2.68,3.47,0.228,0.248,0.00655,0.00848,1
11:34:09.160,0.256,0.283,0.903,1.11,3.45,6.33,0.448,0.371,0.00224,0.00411,1
11:54:32.124,0.000303,0.457,0.000664,0.571,0.00868,0.0647,0.866,0.415,0.000849,0.00634,0
11:36:21.581,0.122,0.179,0.68,1.13,3.09,4.31,0.279,0.301,0.00423,0.0059,1
12:21:37.469,0.000375,0.157,0.00239,1.13,0.00663,0.0318,0.766,0.368,0.00294,0.0141,0
10:35:48.774,0.0257,0.325,0.0791,1.03,2.04,2.48,0.177,0.354,0.00472,0.00574,1
11:33:33.040,0.000748,0.2,0.00375,0.484,0.0283,0.0485,0.403,0.354,0.0063,0.0108,0
11:59:38.426,0.000373,0.534,0.000698,0.578,0.000644,0.0549,0.988,0.451,0.0000512,0.00437,0
11:33:13.996,0.00427,0.446,0.00957,0.473,0.0618,0.181,0.652,0.537,0.00241,0.00707,0
11:36:41.604,0.0551,0.313,0.176,1.05,0.805,1.95,0.566,0.446,0.00243,0.00588,1
12:21:13.438,0.000556,0.191,0.00292,1.13,0.00931,0.0387,0.743,0.364,0.00279,0.0116,0
10:14:50.446,0.133,1.11,0.119,0.915,2.89,7.09,0.592,0.596,0.00129,0.00317,0
11:36:34.596,0.278,0.426,0.652,1.1,2.23,4.17,0.38,0.476,0.00134,0.0025,1
12:21:03.419,0.0625,0.116,0.541,1.12,2.76,2.82,0.0184,0.0227,0.00735,0.00751,1
12:22:03.503,0.000373,0.156,0.0024,1.12,0.00618,0.031,0.767,0.372,0.00276,0.0138,0
12:00:46.495,0.00299,0.757,0.00395,0.652,0.14,0.633,0.779,0.504,0.00139,0.00628,0
12:01:00.508,0.0889,1.17,0.0758,0.928,3.19,8.19,0.611,0.63,0.00106,0.00274,0
11:35:50.546,0.0663,0.34,0.195,1.01,0.824,2.22,0.607,0.45,0.00207,0.00557,0
11:54:34.126,0.0227,1.24,0.0183,0.659,0.384,2.04,0.812,0.576,0.000502,0.00268,0
10:24:22.790,0.0825,0.65,0.127,1.01,6.64,9.93,0.331,0.41,0.00478,0.00714,1
12:21:18.444,0.000425,0.173,0.00245,1.13,0.00672,0.0339,0.775,0.352,0.00264,0.0133,0
11:32:48.947,0.002,0.203,0.00986,0.792,0.0355,0.198,0.809,0.404,0.00295,0.0164,0
12:20:22.137,0.312,0.612,0.509,1.1,0.856,5.3,0.834,0.662,0.000457,0.00283,0
11:36:23.584,0.103,0.159,0.647,1.13,3.01,3.94,0.231,0.26,0.00486,0.00636,1
12:00:10.455,0.000517,0.59,0.000877,0.574,0.00213,0.0636,0.967,0.436,0.000122,0.00365,0
11:58:48.370,0.027,1.97,0.0137,0.574,3.42,4.68,0.268,0.361,0.00376,0.00514,0
10:36:45.948,0.0593,0.53,0.112,1.09,5.16,7.59,0.321,0.376,0.00516,0.0076,1
11:36:20.580,0.126,0.185,0.683,1.13,3.37,4.73,0.284,0.311,0.00445,0.00625,1
10:25:52.551,0.0905,0.655,0.138,1.09,10.2,11.8,0.138,0.246,0.00669,0.00777,1
11:56:11.214,0.00524,0.92,0.00569,0.578,0.0482,0.588,0.918,0.579,0.000273,0.00333,0
10:25:48.040,0.0945,0.602,0.157,1.04,10.7,15.9,0.326,0.372,0.00673,0.00998,1
12:20:19.135,0.000424,0.0815,0.00519,1.1,0.00535,0.00931,0.378,0.44,0.00208,0.00362,0
11:33:49.070,0.00551,0.399,0.0138,1.12,0.0459,0.22,0.789,0.481,0.00139,0.00665,0
12:21:55.492,0.000617,0.217,0.00284,1.12,0.0101,0.0426,0.742,0.327,0.00272,0.0115,0
11:34:02.149,0.0627,0.115,0.544,1.13,2.76,2.82,0.0176,0.0248,0.00733,0.00747,1
11:59:15.398,0.0369,0.454,0.0814,0.958,6.43,7.34,0.124,0.245,0.00517,0.0059,1
11:57:30.295,0.0551,1.54,0.0357,0.594,6.69,8.87,0.246,0.345,0.0036,0.00478,0
11:35:34.526,0.0517,0.316,0.164,1.11,0.711,1.83,0.59,0.443,0.00229,0.00589,0
11:33:09.987,0.00117,0.238,0.00491,0.427,0.0384,0.0671,0.412,0.386,0.00546,0.00953,0
10:36:03.800,0.0805,0.656,0.123,1.04,5.38,8.76,0.386,0.376,0.00396,0.00645,1
11:56:29.230,0.0265,2.05,0.0129,0.582,2.98,3.9,0.237,0.349,0.00334,0.00438,0
10:15:23.514,0.355,1.24,0.286,1.06,20.8,28,0.259,0.401,0.00347,0.00468,0
