Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,ATTACK
10:24:16.274,0.0461,0.986,0.0468,1.03,5.07,6.68,0.241,0.302,0.00652,0.00859,1
10:16:11.110,0.0885,1.16,0.0765,0.947,4.26,7.89,0.46,0.5,0.00285,0.00529,0
11:35:44.538,0.0554,0.323,0.171,1.06,0.759,1.97,0.594,0.443,0.00228,0.00591,0
10:15:05.480,0.049,1.18,0.0416,0.962,1.84,4.29,0.57,0.434,0.00223,0.0052,0
10:35:59.293,0.0885,0.703,0.126,1.01,4.85,8.38,0.421,0.434,0.00325,0.00561,1
12:00:05.450,0.000328,0.449,0.00073,0.597,0.016,0.0789,0.797,0.369,0.00145,0.00714,0
12:01:11.517,0.000288,0.452,0.000636,0.571,0.00275,0.0573,0.952,0.407,0.000283,0.00591,0
11:56:05.207,0.003,1.19,0.00252,0.61,0.0168,0.144,0.883,0.504,0.000166,0.00142,0
10:35:52.781,0.0358,0.401,0.0893,1.03,5.12,6.07,0.157,0.307,0.00849,0.0101,1
11:58:42.364,0.0271,2.04,0.0133,0.577,3.35,4.07,0.177,0.359,0.00367,0.00446,0
11:33:55.137,0.0045,0.242,0.0186,0.427,0.099,0.302,0.649,0.372,0.00366,0.0112,0
11:56:23.225,0.0319,1.5,0.0213,0.617,4.1,6.03,0.32,0.374,0.00381,0.00561,0
10:14:53.951,0.0374,1.3,0.0288,0.963,0.718,2.81,0.744,0.527,0.00114,0.00446,0
10:16:46.183,0.102,1.27,0.0803,0.835,8.23,11.8,0.306,0.426,0.00477,0.00687,0
11:55:45.189,0.000292,0.46,0.000634,0.576,0.000842,0.0575,0.985,0.417,0.0000856,0.00584,0
11:34:32.438,0.189,0.252,0.75,1.12,3.4,5.09,0.329,0.372,0.003,0.00449,1
10:15:51.073,0.0601,1.2,0.0501,0.775,2.73,4.98,0.452,0.473,0.00269,0.00491,0
10:36:42.943,0.0873,0.654,0.134,1.07,7.16,10.5,0.315,0.372,0.00487,0.00711,1
10:15:59.090,0.0919,1.13,0.0814,0.998,7.12,10.6,0.327,0.381,0.0046,0.00683,0
10:16:01.093,0.069,0.941,0.0733,0.859,3.1,6.47,0.521,0.456,0.00267,0.00557,0
12:20:39.324,0.00616,0.431,0.0143,1.11,0.0562,0.254,0.767,0.494,0.00152,0.00685,0
12:20:24.139,0.195,0.501,0.39,1.12,0.485,2.28,0.779,0.628,0.000414,0.00195,0
10:36:31.423,0.0425,0.463,0.0918,1.03,3.04,3.92,0.225,0.36,0.00424,0.00546,1
10:16:17.621,0.177,1.06,0.167,0.934,10.4,16.2,0.36,0.459,0.00347,0.00543,0
10:35:23.732,0.0467,0.497,0.094,1.02,2.04,3.97,0.485,0.423,0.0026,0.00504,1
10:36:46.480,0.0414,0.455,0.0909,1.02,3.06,3.92,0.221,0.348,0.00439,0.00563,1
11:35:11.495,0.0536,0.316,0.17,1.1,0.789,1.92,0.566,0.443,0.00245,0.00597,0
11:56:03.206,0.00294,1.24,0.00238,0.571,0.00401,0.113,0.964,0.551,0.0000405,0.00114,0
12:20:33.317,0.0271,0.69,0.0392,1.13,0.0945,0.658,0.847,0.506,0.000571,0.00398,0
12:20:01.628,0.00409,0.696,0.00587,0.327,0.0365,0.0966,0.611,0.448,0.00149,0.00393,0
11:33:38.049,0.000833,0.222,0.00375,0.334,0.0288,0.0585,0.481,0.365,0.00576,0.0117,0
10:24:32.807,0.0813,0.639,0.127,0.997,6.53,9.8,0.334,0.414,0.00476,0.00715,1
10:24:28.299,0.0191,0.245,0.078,1.03,1.96,2.5,0.217,0.287,0.0061,0.00779,1
10:16:43.178,0.0994,1.17,0.085,0.945,11.5,14.9,0.223,0.339,0.00689,0.00887,0
11:34:17.187,0.582,0.583,0.998,1.12,4.18,9,0.533,0.592,0.00119,0.00257,1
10:36:35.931,0.0892,0.669,0.133,1.05,6.94,10.5,0.34,0.405,0.00462,0.00699,1
10:14:55.953,0.062,1.3,0.0478,0.822,1.37,4.76,0.712,0.534,0.00131,0.00455,0
11:35:03.485,0.0742,0.362,0.205,0.976,0.927,2.34,0.585,0.432,0.00208,0.00524,0
10:16:35.149,0.111,1.23,0.09,0.822,8.46,11.9,0.29,0.419,0.00452,0.00636,0
11:56:56.264,0.16,1.77,0.0907,0.89,7.01,13.2,0.468,0.593,0.0013,0.00244,0
10:24:21.789,0.0851,0.601,0.141,1.07,9.5,13.1,0.275,0.346,0.00662,0.00913,1
12:00:37.488,0.00995,0.144,0.069,1.09,3.15,3.21,0.0161,0.0128,0.00941,0.00956,1
11:59:16.399,0.037,0.453,0.0817,0.957,6.72,7.66,0.122,0.254,0.00538,0.00614,1
11:35:23.509,0.0915,0.412,0.222,1.09,0.915,2.42,0.604,0.455,0.00167,0.0044,0
10:25:39.507,0.114,0.669,0.171,0.958,12.2,17.6,0.304,0.369,0.00635,0.00913,1
11:33:54.136,0.0103,0.39,0.0264,0.443,0.141,0.475,0.691,0.435,0.00216,0.00726,0
10:25:23.462,0.12,0.71,0.169,0.932,14,18.8,0.257,0.359,0.00694,0.00934,1
12:20:23.138,0.437,0.676,0.646,1.1,1.35,6.75,0.795,0.667,0.000515,0.00258,0
10:16:08.106,0.0767,1.12,0.0684,0.952,8.64,11.4,0.245,0.379,0.00668,0.00885,0
11:56:51.253,0.262,1.31,0.201,0.944,15.1,27.3,0.446,0.455,0.00171,0.00309,0
11:58:49.374,0.0271,1.97,0.0138,0.574,3.34,4.58,0.271,0.365,0.00365,0.00501,0
11:56:19.221,0.105,1.26,0.0839,0.879,4.7,11.4,0.586,0.508,0.00132,0.0032,0
11:36:54.624,0.0118,0.48,0.0245,0.641,0.14,0.41,0.644,0.388,0.00198,0.00579,0
11:54:44.134,0.00444,0.78,0.00569,0.588,0.0428,0.866,0.951,0.575,0.000286,0.0058,0
10:15:16.497,0.0414,1.36,0.0304,0.795,1.45,3.17,0.543,0.548,0.00208,0.00454,0
11:58:16.338,0.0524,1.59,0.033,0.588,6.74,8.71,0.226,0.345,0.00382,0.00494,0
10:15:00.472,0.0937,1.17,0.0799,0.898,1.57,5.07,0.691,0.597,0.000988,0.0032,0
10:25:54.053,0.029,0.357,0.0812,1.05,2.08,2.58,0.191,0.269,0.00427,0.00528,1
10:16:23.129,0.0972,1.12,0.0871,0.931,8.48,11.3,0.249,0.317,0.00519,0.00691,0
10:25:15.440,0.113,0.732,0.154,0.97,12.5,16.5,0.24,0.334,0.00657,0.00865,1
10:16:59.717,0.0312,1.6,0.0196,0.597,2.06,2.9,0.289,0.372,0.00392,0.0055,0
10:24:33.311,0.0927,0.652,0.142,1.04,10.2,12.5,0.183,0.263,0.00653,0.00799,1
11:36:02.560,0.104,0.163,0.641,1.13,2.99,3.91,0.231,0.266,0.00477,0.00625,1
10:25:45.536,0.0907,0.596,0.152,1.07,10.3,15.3,0.325,0.369,0.00663,0.00982,1
12:20:10.080,0.000396,0.268,0.00148,0.753,0.00796,0.0187,0.556,0.293,0.00334,0.00788,0
12:20:52.408,0.198,0.314,0.629,1.12,3.2,3.99,0.197,0.425,0.00269,0.00336,1
11:55:37.183,0.000834,0.566,0.00147,0.576,0.00834,0.187,0.955,0.521,0.000297,0.00665,0
12:20:00.625,0.00363,0.724,0.00502,0.406,0.0292,0.0743,0.588,0.442,0.00134,0.0034,0
11:36:12.568,0.101,0.159,0.637,1.13,2.96,3.85,0.226,0.259,0.00488,0.00634,1
11:35:28.518,0.0531,0.32,0.166,1.11,0.74,1.83,0.577,0.444,0.00232,0.00574,0
10:25:57.568,0.0912,0.658,0.139,1.09,10.4,11.9,0.132,0.248,0.00674,0.00777,1
10:15:03.477,0.0652,1.37,0.0476,0.899,1.73,5.06,0.659,0.508,0.00157,0.00461,0
11:57:55.320,0.0643,0.646,0.0995,0.87,9.89,11.7,0.158,0.27,0.00457,0.00542,1
10:24:28.800,0.0855,0.66,0.129,1.01,6.92,10.3,0.327,0.408,0.0048,0.00714,1
10:17:06.728,0.101,1.19,0.0849,0.93,11,14.1,0.216,0.311,0.0065,0.00828,0
11:56:52.254,0.182,1.32,0.138,0.926,18.8,27,0.305,0.391,0.00307,0.00442,0
12:01:28.532,0.000396,0.511,0.000774,0.575,0.0172,0.0897,0.808,0.412,0.00129,0.00672,0
11:36:17.575,0.102,0.158,0.647,1.13,3.02,3.98,0.237,0.253,0.0049,0.00646,1
10:35:54.785,0.0283,0.35,0.0809,1.03,2.18,2.7,0.195,0.364,0.00456,0.00566,1
10:15:02.976,0.00559,0.943,0.00593,0.826,0.281,0.726,0.613,0.409,0.00298,0.0077,0
10:16:30.141,0.108,1.21,0.0889,0.922,10.7,13.2,0.191,0.3,0.00585,0.00723,0
11:35:15.502,0.0521,0.307,0.17,1.07,0.789,1.89,0.561,0.439,0.00252,0.00602,0
12:20:34.318,0.0058,0.551,0.0105,1.13,0.0196,0.186,0.884,0.415,0.000562,0.00533,0
11:36:16.574,0.104,0.162,0.64,1.13,2.99,3.98,0.244,0.259,0.00481,0.0064,1
11:54:36.127,0.00317,0.639,0.00497,0.652,0.0693,0.475,0.854,0.61,0.000648,0.00444,0
11:37:00.638,0.396,0.972,0.407,1.13,6.92,15.6,0.553,0.242,0.00291,0.00656,0
12:21:31.460,0.000463,0.168,0.00275,1.12,0.00784,0.0365,0.759,0.375,0.00282,0.0131,0
10:16:17.120,0.0226,1.4,0.0162,0.697,0.361,1.21,0.7,0.61,0.00095,0.00317,0
11:55:53.196,0.0237,0.893,0.0265,0.691,0.257,3.01,0.915,0.579,0.000322,0.00378,0
10:36:12.315,0.0269,0.338,0.0796,1.03,2.01,2.48,0.192,0.388,0.00442,0.00547,1
10:42:41.319,0.0762,1.1,0.0696,1.08,7.9,10.8,0.271,0.362,0.00615,0.00843,0
12:20:25.163,0.178,0.869,0.205,1.12,0.673,3.92,0.823,0.804,0.000629,0.00366,0
11:33:52.075,0.0327,0.637,0.0513,1.11,0.138,0.956,0.852,0.523,0.000705,0.00487,0
10:35:18.692,0.0123,0.174,0.071,1.07,1.68,1.81,0.0681,0.0931,0.00792,0.00849,1
10:25:19.456,0.181,1.13,0.161,0.942,4.91,7.13,0.311,0.33,0.00161,0.00233,1
11:56:12.215,0.00551,1.17,0.00471,0.582,0.156,0.477,0.673,0.467,0.000841,0.00257,0
10:35:55.286,0.0791,0.654,0.121,1.04,4.73,8.19,0.422,0.398,0.00355,0.00614,1
11:33:45.064,0.000764,0.179,0.00426,1.11,0.0205,0.0531,0.582,0.355,0.00447,0.0116,0
10:35:51.278,0.066,0.597,0.111,1.05,4.04,6.89,0.414,0.365,0.00363,0.00619,1
11:58:50.375,0.0284,1.98,0.0143,0.574,3.58,4.9,0.268,0.369,0.00375,0.00512,0
11:54:12.105,0.00257,1.21,0.00212,0.574,0.142,0.267,0.468,0.338,0.00164,0.00308,0
10:14:54.952,0.0879,1.29,0.0681,0.985,1.24,4.18,0.702,0.624,0.000839,0.00282,0
10:16:06.103,0.0359,1.29,0.0279,0.783,1.75,2.84,0.384,0.487,0.00289,0.00469,0
10:25:18.946,0.0948,0.672,0.141,0.989,13.1,15.1,0.133,0.247,0.00819,0.00945,1
10:35:47.772,0.0207,0.275,0.0755,1.03,1.74,2.06,0.157,0.303,0.00497,0.00589,1
10:25:59.071,0.0204,0.263,0.0777,1.02,1.98,2.52,0.215,0.213,0.00575,0.00732,1
11:34:07.156,0.0984,0.16,0.613,1.11,2.66,4.14,0.347,0.295,0.0045,0.007,1
11:56:36.238,0.0236,1.95,0.0121,0.578,3.42,4.56,0.249,0.332,0.00432,0.00574,0
12:00:14.459,0.000291,0.449,0.000648,0.571,0.000849,0.0551,0.985,0.419,0.0000865,0.00562,0
11:54:41.132,0.011,1.05,0.0104,0.626,0.181,1.3,0.861,0.582,0.00049,0.00352,0
12:00:08.453,0.000333,0.47,0.000708,0.573,0.000885,0.0632,0.986,0.429,0.000079,0.00564,0
11:36:09.565,0.106,0.169,0.628,1.13,2.92,3.78,0.223,0.273,0.00458,0.00593,1
11:56:33.235,0.0244,1.99,0.0122,0.581,3.36,4.5,0.253,0.345,0.0041,0.00548,0
11:59:08.391,0.0423,0.498,0.0849,0.934,6.71,7.74,0.134,0.252,0.00471,0.00543,1
11:59:50.436,0.00029,0.453,0.00064,0.571,0.000343,0.0552,0.994,0.416,0.0000351,0.00565,0
10:35:40.759,0.0768,0.663,0.116,1.02,3.51,6.82,0.486,0.434,0.00271,0.00527,1
10:24:27.297,0.108,0.659,0.163,0.994,12.1,15.1,0.2,0.298,0.00665,0.0083,1
12:20:29.283,0.038,0.615,0.0617,1.12,0.217,0.93,0.752,0.514,0.000951,0.00407,0
10:14:45.938,0.00671,0.909,0.00739,0.718,0.0791,0.517,0.847,0.638,0.000699,0.00457,0
10:17:08.731,0.104,1.11,0.0939,0.922,10.7,14.8,0.275,0.381,0.00613,0.00846,0
12:21:16.442,0.000373,0.167,0.00224,1.13,0.00549,0.0321,0.801,0.368,0.00245,0.0143,0
10:15:22.005,0.128,0.997,0.128,0.857,4.9,9.98,0.509,0.541,0.00227,0.00462,0
10:16:05.602,0.0628,1.08,0.0582,0.93,4.14,7.18,0.424,0.454,0.00391,0.00678,0
10:16:42.177,0.0623,1.43,0.0437,0.711,3.32,4.91,0.323,0.466,0.00311,0.0046,0
10:35:32.245,0.0663,0.603,0.11,1.01,4.76,7.69,0.381,0.389,0.00426,0.00688,1
12:21:48.482,0.000424,0.165,0.00256,1.12,0.00755,0.0361,0.768,0.367,0.00297,0.0142,0
10:36:45.447,0.0879,0.665,0.132,1.04,7.35,10.1,0.275,0.355,0.00496,0.00684,1
11:56:06.210,0.00328,1.18,0.00279,0.591,0.0154,0.153,0.899,0.511,0.00014,0.00138,0
11:57:54.319,0.0636,0.639,0.0996,0.875,10.2,12.1,0.16,0.265,0.00475,0.00565,1
10:25:54.564,0.0863,0.626,0.138,1.09,8.52,12.8,0.334,0.399,0.00585,0.00879,1
10:36:31.924,0.0899,0.672,0.134,1.05,6.88,10.5,0.346,0.403,0.00454,0.00694,1
11:34:36.444,0.167,0.216,0.777,1.12,3.54,5.39,0.339,0.387,0.00351,0.00535,1
10:24:57.357,0.158,0.745,0.212,0.975,14.1,20.9,0.325,0.366,0.00531,0.00786,1
11:34:47.459,0.0602,0.304,0.198,1.05,0.798,2.49,0.664,0.434,0.00221,0.00689,0
10:16:16.118,0.082,1.16,0.0705,1.07,6.27,9.46,0.338,0.394,0.00453,0.00684,0
11:33:25.025,0.00177,0.277,0.00639,0.484,0.0447,0.0786,0.404,0.383,0.0042,0.00738,0
10:16:02.596,0.045,0.976,0.0461,0.955,3.37,5.37,0.371,0.381,0.00445,0.00707,0
11:57:10.277,0.0467,1.43,0.0327,0.593,7.95,10.3,0.225,0.318,0.00505,0.00652,0
10:17:13.739,0.102,1.13,0.0902,0.915,11.4,15.1,0.248,0.353,0.00663,0.00881,0
11:59:22.411,0.0243,1.95,0.0124,0.575,3.48,4.56,0.237,0.333,0.00423,0.00554,0
10:17:08.231,0.0822,1.35,0.0607,0.828,5.81,7.6,0.236,0.393,0.00419,0.00549,0
11:35:16.503,0.0852,0.369,0.231,1.12,1.24,2.91,0.557,0.463,0.00243,0.00569,0
10:14:56.454,0.00923,1.06,0.00869,0.684,0.173,0.597,0.71,0.581,0.00111,0.00384,0
11:33:46.065,0.000767,0.18,0.00426,1.11,0.0198,0.0525,0.594,0.366,0.00431,0.0114,0
11:34:35.443,0.164,0.226,0.727,1.13,3.19,4.62,0.307,0.388,0.00323,0.00469,1
10:16:21.127,0.106,1.14,0.0932,0.866,9.83,13.3,0.263,0.383,0.00548,0.00743,0
10:25:13.436,0.121,0.759,0.159,0.988,14.3,16.5,0.129,0.243,0.00704,0.00809,1
10:15:29.032,0.158,1.8,0.0876,1.03,0.311,2.87,0.892,0.731,0.000117,0.00108,0
11:57:18.284,0.0508,1.46,0.0348,0.589,6.83,9.28,0.264,0.339,0.00399,0.00542,0
10:17:16.243,0.0609,1.19,0.0512,0.814,6.41,8.33,0.231,0.324,0.00625,0.00812,0
10:14:48.442,0.0293,1.17,0.025,0.823,0.404,2.25,0.821,0.545,0.000817,0.00456,0
10:15:01.974,0.0475,1.15,0.0414,0.801,1.7,4.16,0.593,0.46,0.00212,0.0052,0
10:17:14.240,0.143,1.15,0.125,0.897,7.99,11.6,0.312,0.481,0.00331,0.00481,0
10:35:24.233,0.0157,0.216,0.0727,1.06,1.72,1.88,0.0853,0.147,0.0065,0.00711,1
10:25:29.471,0.112,0.754,0.149,0.945,10.4,12.6,0.17,0.337,0.00552,0.00665,1
11:58:00.325,0.0626,0.634,0.0988,0.871,10.1,11.9,0.158,0.275,0.00476,0.00565,1
10:17:01.720,0.0322,1.46,0.0221,0.647,2.37,3.31,0.284,0.349,0.00437,0.00611,0
12:21:07.423,0.319,0.473,0.675,1.12,2.78,3.69,0.241,0.288,0.00145,0.00192,1
10:25:13.937,0.104,0.682,0.153,1.02,13.2,17.1,0.227,0.325,0.00749,0.00969,1
11:59:59.445,0.0141,0.872,0.0161,0.98,0.0578,1.58,0.963,0.667,0.000122,0.00333,0
11:59:56.442,0.000612,0.584,0.00105,0.581,0.00266,0.102,0.974,0.564,0.000129,0.00493,0
10:35:58.792,0.0142,0.194,0.0731,1.07,1.96,2.23,0.124,0.146,0.00819,0.00935,1
10:15:36.543,0.107,1.02,0.105,0.898,6.2,10.8,0.424,0.438,0.00345,0.00598,0
10:24:54.352,0.174,0.91,0.191,0.995,11.8,16.5,0.282,0.417,0.00404,0.00563,1
10:35:23.231,0.0457,0.49,0.0933,1.02,2.01,3.89,0.485,0.424,0.00261,0.00506,1
10:16:03.597,0.0806,1.13,0.0714,0.978,6.36,9.08,0.3,0.359,0.00468,0.00668,0
11:36:36.598,0.0556,0.335,0.166,1.11,0.774,1.77,0.542,0.455,0.00232,0.00529,1
10:36:01.295,0.0672,0.616,0.109,1.02,3.93,6.15,0.361,0.414,0.00347,0.00543,1
11:56:17.220,0.00298,1.21,0.00247,0.574,0.00402,0.124,0.968,0.549,0.00004,0.00124,0
10:36:32.926,0.0715,0.623,0.115,1.02,4.9,7.11,0.311,0.408,0.00406,0.0059,1
12:21:32.462,0.000352,0.166,0.00212,1.12,0.00523,0.0294,0.793,0.365,0.00247,0.0139,0
10:15:31.536,0.121,0.954,0.127,0.847,7.31,12.9,0.434,0.402,0.00358,0.00633,0
12:00:23.476,0.00996,0.144,0.069,1.09,3.15,3.21,0.0171,0.0134,0.0094,0.00956,1
12:22:04.504,0.000402,0.165,0.00243,1.12,0.00737,0.0343,0.752,0.356,0.00305,0.0142,0
10:15:56.086,0.0948,1.05,0.09,0.91,8.36,11.9,0.297,0.363,0.00524,0.00745,0
10:16:36.652,0.0482,1.62,0.0297,0.696,2.78,3.97,0.299,0.447,0.00342,0.00488,0
11:59:45.432,0.000287,0.458,0.000626,0.574,0.000402,0.0562,0.993,0.421,0.0000416,0.00582,0
12:20:19.135,0.000424,0.0815,0.00519,1.1,0.00535,0.00931,0.378,0.44,0.00208,0.00362,0
12:20:15.121,0.000379,0.28,0.00135,1.1,0.00752,0.0199,0.6,0.283,0.00331,0.00873,0
11:58:36.358,0.0256,1.98,0.0129,0.593,3.4,4.39,0.225,0.34,0.00394,0.00508,0
10:35:19.708,0.0381,0.433,0.088,1.02,1.85,3.36,0.449,0.409,0.00284,0.00515,1
10:16:49.188,0.106,1.12,0.0941,0.884,11.2,15.3,0.266,0.365,0.00628,0.00856,0
10:35:56.287,0.084,0.675,0.124,1.04,5.07,8.65,0.414,0.395,0.00358,0.00611,1
10:25:30.473,0.113,0.723,0.156,1,14.3,16.5,0.133,0.295,0.00753,0.00869,1
12:19:59.622,0.000143,0.2,0.000714,0.335,0.00461,0.00766,0.375,0.382,0.00537,0.00893,0
11:57:08.275,0.0679,1.42,0.0476,0.629,9.84,12.8,0.229,0.372,0.0043,0.00558,0
10:42:39.817,0.0261,0.995,0.0262,1.05,3.54,4.59,0.229,0.287,0.00804,0.0104,0
11:54:27.119,0.000297,0.465,0.000639,0.574,0.000818,0.0556,0.985,0.427,0.0000817,0.00555,0
11:59:44.431,0.000287,0.453,0.000634,0.574,0.000257,0.0531,0.995,0.432,0.0000265,0.00549,0
11:57:51.317,0.0635,0.621,0.102,0.873,10.6,13,0.183,0.272,0.00496,0.00606,1
10:36:25.912,0.0827,0.71,0.116,1,4.06,6.26,0.352,0.393,0.00292,0.0045,1
12:20:04.636,0.0268,0.792,0.0338,0.518,0.151,0.505,0.694,0.804,0.000938,0.00314,0
11:56:47.249,0.032,1.77,0.018,0.584,3.78,5.15,0.267,0.362,0.00351,0.00478,0
10:36:01.796,0.0488,0.492,0.0992,1.05,3.62,5.65,0.359,0.366,0.00441,0.00687,1
11:57:40.307,0.0606,1.7,0.0356,0.603,6.38,8.38,0.239,0.335,0.00313,0.0041,0
10:25:00.380,0.152,0.765,0.199,0.955,11.3,14.8,0.236,0.41,0.00442,0.00578,1
10:15:11.489,0.0613,1.24,0.0493,0.777,1.57,4.61,0.659,0.531,0.00152,0.00446,0
10:36:47.481,0.044,0.446,0.0988,1.09,4.39,6.03,0.272,0.303,0.00592,0.00813,1
11:34:29.433,0.264,0.288,0.915,1.12,3.96,8.47,0.53,0.46,0.0025,0.00534,1
10:16:23.630,0.0724,1.04,0.0696,0.955,6.03,9.24,0.347,0.41,0.00495,0.00758,0
11:57:19.284,0.0543,1.44,0.0377,0.596,7.64,10.2,0.252,0.325,0.00418,0.00559,0
10:25:55.064,0.0907,0.653,0.139,1.09,10.2,11.8,0.138,0.244,0.00652,0.00757,1
10:25:26.466,0.0605,0.552,0.11,0.997,8.57,9.93,0.137,0.243,0.0084,0.00973,1
12:00:58.506,0.000295,0.456,0.000648,0.571,0.000373,0.0545,0.993,0.437,0.0000375,0.00548,0
12:22:05.505,0.000621,0.215,0.00289,1.13,0.0101,0.0438,0.747,0.324,0.0027,0.0117,0
10:24:31.806,0.0833,0.597,0.14,1.08,9.38,13.1,0.282,0.351,0.00668,0.0093,1
10:15:33.538,0.17,0.983,0.173,0.914,15.7,22.2,0.293,0.359,0.00548,0.00776,0
11:37:00.637,0.277,1.06,0.261,1.13,2.98,6.63,0.544,0.351,0.0018,0.00399,0
10:36:10.311,0.0807,0.671,0.12,1.01,5.03,7.68,0.345,0.406,0.0037,0.00565,1
10:15:24.015,0.114,1.32,0.0863,0.903,4.59,7.98,0.425,0.403,0.00239,0.00416,0
10:14:55.453,0.0513,1.31,0.0391,0.888,1.28,3.74,0.659,0.438,0.00148,0.00433,0
11:59:05.389,0.0382,0.465,0.0822,0.953,6.46,7.21,0.104,0.234,0.00502,0.0056,1
11:55:00.148,0.000638,0.62,0.00103,0.58,0.0295,0.146,0.798,0.513,0.00137,0.0068,0
10:25:38.506,0.0879,0.665,0.132,0.979,11.4,13.1,0.127,0.248,0.00771,0.00883,1
11:34:38.447,0.1,0.151,0.663,1.12,2.98,4.3,0.298,0.285,0.00496,0.00715,1
10:35:43.765,0.0391,0.428,0.0913,1.06,2.78,4.5,0.381,0.348,0.00422,0.00682,1
12:00:39.489,0.00995,0.144,0.069,1.09,3.15,3.2,0.0156,0.0125,0.00942,0.00956,1
10:16:24.131,0.0353,1.41,0.025,0.763,1.14,2.12,0.46,0.558,0.00192,0.00356,0
12:20:12.108,0.000139,0.133,0.00105,1.08,0.00408,0.00804,0.463,0.413,0.00489,0.00964,0
12:01:09.515,0.0051,0.765,0.00666,0.758,0.0693,0.974,0.929,0.531,0.000403,0.00567,0
10:14:51.948,0.0166,1.1,0.015,0.778,0.28,1.31,0.787,0.533,0.001,0.00469,0
11:56:34.236,0.0239,1.98,0.0121,0.575,3.34,4.48,0.253,0.336,0.00414,0.00555,0
10:36:18.844,0.097,0.707,0.137,0.959,5.72,8.83,0.352,0.433,0.0035,0.0054,1
11:36:03.560,0.106,0.165,0.639,1.13,2.97,3.9,0.233,0.271,0.00468,0.00615,1
10:35:49.776,0.031,0.374,0.0828,1.02,2.17,2.9,0.251,0.366,0.00415,0.00554,1
10:25:49.542,0.0867,0.617,0.141,1.03,9.03,13.7,0.343,0.388,0.00617,0.00939,1
10:35:24.733,0.0518,0.522,0.0991,1.04,2.22,4.72,0.53,0.474,0.00254,0.00541,1
10:36:41.440,0.0903,0.674,0.134,1.06,7.31,10.3,0.288,0.363,0.0048,0.00674,1
10:35:50.277,0.0695,0.616,0.113,1.05,4.1,7.28,0.437,0.389,0.0035,0.00621,1
10:15:53.583,0.0755,1.03,0.0732,0.87,5.86,9.48,0.382,0.4,0.0046,0.00745,0
11:57:29.294,0.0586,1.49,0.0393,0.618,6.68,9.19,0.273,0.339,0.00338,0.00465,0
10:25:48.541,0.0755,0.558,0.135,1.05,9.85,11.9,0.169,0.278,0.00775,0.00932,1
11:35:05.487,0.0617,0.338,0.183,0.932,0.846,2.15,0.586,0.444,0.00228,0.00579,0
12:21:39.470,0.000385,0.159,0.00242,1.13,0.0063,0.0326,0.778,0.373,0.00272,0.0141,0
12:21:34.465,0.000371,0.171,0.00217,1.13,0.00541,0.0311,0.798,0.366,0.00243,0.014,0
10:16:34.148,0.117,1.19,0.0986,0.849,10.9,14.6,0.255,0.368,0.00551,0.0074,0
10:25:50.548,0.078,0.575,0.136,1.06,9.5,13.8,0.313,0.368,0.00724,0.0105,1
12:22:02.501,0.000431,0.157,0.00274,1.13,0.00917,0.0382,0.73,0.353,0.00354,0.0148,0
12:00:04.449,0.000581,0.665,0.000873,0.592,0.00993,0.0682,0.854,0.415,0.000507,0.00349,0
10:14:59.960,0.0673,1.18,0.057,0.933,1.94,5.22,0.629,0.492,0.00171,0.00461,0
11:33:06.980,0.00306,0.406,0.00753,0.324,0.0549,0.124,0.531,0.399,0.00299,0.00674,0
10:35:16.132,0.0119,0.374,0.0319,0.821,2.11,2.57,0.181,0.305,0.0105,0.0128,1
10:15:40.052,0.117,1.04,0.113,0.826,12.9,17.3,0.254,0.372,0.00651,0.00874,0
10:42:31.788,0.112,1.07,0.104,0.954,8.82,13.8,0.362,0.409,0.00465,0.00728,0
12:21:33.464,0.0004,0.156,0.00256,1.13,0.0075,0.0341,0.75,0.367,0.00312,0.0142,0
10:25:38.005,0.112,0.687,0.163,0.984,14,18.6,0.245,0.336,0.00739,0.00979,1
10:16:41.165,0.105,1.22,0.0865,0.937,11,13.6,0.189,0.302,0.0062,0.00764,0
10:24:36.816,0.0684,0.594,0.115,1.02,5,6.59,0.242,0.358,0.00433,0.00571,1
10:15:46.565,0.0356,1.01,0.0353,0.714,1.88,3.84,0.512,0.389,0.00312,0.00639,0
10:15:52.081,0.0913,0.999,0.0914,0.916,5.64,9.1,0.381,0.521,0.00362,0.00584,0
12:22:05.507,0.396,0.972,0.407,1.13,6.92,15.6,0.553,0.242,0.00291,0.00656,0
12:20:56.413,0.0627,0.116,0.54,1.13,2.76,2.8,0.0118,0.0188,0.00732,0.00741,1
11:34:06.154,0.0648,0.124,0.522,1.11,2.66,2.89,0.0741,0.0868,0.00684,0.00742,1
11:54:21.114,0.000284,0.47,0.000604,0.571,0.000502,0.053,0.991,0.431,0.0000525,0.00554,0
11:58:47.369,0.0325,1.54,0.021,0.622,5.26,7.21,0.271,0.327,0.0048,0.00658,0
11:34:23.269,0.103,0.176,0.587,1.1,2.74,3.92,0.299,0.314,0.00422,0.00604,1
11:33:42.060,0.00112,0.294,0.0038,0.496,0.027,0.0481,0.426,0.345,0.004,0.00715,0
12:19:56.617,0.000131,0.109,0.00121,0.447,0.0078,0.0137,0.394,0.377,0.00991,0.0174,0
11:35:31.523,0.0542,0.344,0.158,0.84,0.759,1.92,0.582,0.447,0.00233,0.0059,0
